rocket_family,mission,rocket,provider,year,launch_site,location,status,era
Long March 3A,Fengyun-2H,Long March 3A,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz-FG,Soyuz MS-09,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2018,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
H-IIA 202,IGS Radar 6,H-IIA,Mitsubishi Heavy Industries,2018,Yoshinobu Launch Complex LP-1,"Tanegashima Space Center, Japan",Launch Successful,Modern
Soyuz 2.1b/Fregat-M,Glonass-M No. 56 (Kosmos 2527),Soyuz 2.1b/Fregat-M,Russian Space Forces,2018,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Long March 2C,XJS-A & XJS-B,Long March 2C,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 4,SpX CRS-15,Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
MOMO,Launch 2,MOMO v0,Interstellar Technologies,2018,Launch Complex 0,"Hokkaido Spaceport, Japan",Launch Failure,Modern
Long March 2C/SMA,PRSS-1 & PakTes-1A,Long March 2C/SMA,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3A,Beidou-2 I7,Long March 3A,China Aerospace Science and Technology Corporation,2018,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz 2.1A,Progress MS-09 (70P),Soyuz 2.1a,Russian Federal Space Agency (ROSCOSMOS),2018,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
New Shepard,NS-9,New Shepard,Blue Origin,2018,West Texas Suborbital Launch Site/ Corn Ranch,"Corn Ranch, Van Horn, TX, USA",Launch Successful,Modern
Falcon 9 Block 5,Telstar 19 VANTAGE,Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Ariane 5 ES,Galileo L10 (FOC FM19-FM22),Ariane 5 ES,Arianespace,2018,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Falcon 9 Block 5,Iridium-7,Falcon 9,SpaceX,2018,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Launch Successful,Modern
SpaceShipTwo,VSS Unity PF03,SpaceShipTwo,Virgin Galactic,2018,Mojave Air and Space Port,Air launch to Suborbital flight,Launch Successful,Modern
Long March 3B / YZ-1,Beidou-3 M5 & M6,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 4B,Gaofen-11,Long March 4B,China Aerospace Science and Technology Corporation,2018,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,Merah Putih (Telkom-4),Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Delta IV Heavy,Parker Solar Probe,Delta IV Heavy,United Launch Alliance,2018,Space Launch Complex 37B,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Vega,ADM-Aeolus,Vega,Arianespace,2018,Ariane Launch Area 1 (ELV),"Guiana Space Centre, French Guiana",Launch Successful,Modern
Long March 3B / YZ-1,Beidou-3 M11 & M12,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
SARGE,"Launch 1 - ""Pathfinder""",SARGE,EXOS Aerospace,2018,Vertical Launch Area,"Spaceport America, NM, USA",Launch was a Partial Failure,Modern
Long March 2C,Haiyang 1C,Long March 2C,China Aerospace Science and Technology Corporation,2018,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,Telstar 18 VANTAGE,Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Delta II 7420-10,ICESat-2,Delta II,United Launch Alliance,2018,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",Launch Successful,Modern
PSLV-CA,SSTL-S1 & NovaSAR-S,PSLV,Indian Space Research Organization,2018,Satish Dhawan Space Centre First Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Long March 3B / YZ-1,Beidou-3 M13 & M14,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2018,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
H-IIB 304,Kounotori 7 (HTV-7),H-IIB,Mitsubishi Heavy Industries,2018,Yoshinobu Launch Complex LP-2,"Tanegashima Space Center, Japan",Launch Successful,Modern
Ariane 5 ECA,Azerspace-2/Intelsat-38 & Horizons 3e,Ariane 5 ECA,Arianespace,2018,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Kuaizhou 1A,Centispace-1-S1,Kuaizhou 1A,ExPace,2018,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,SAOCOM 1A,Falcon 9,SpaceX,2018,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Launch Successful,Modern
Long March 2C/YZ-1S,Yaogan-32-01,Long March 2C/YZ-1S,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz-FG,Soyuz MS-10,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2018,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Failure,Modern
Long March 3B / YZ-1,Beidou-3 M15 & M16,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Atlas V 551,AEHF-4 (USA 288),Atlas V 551,United Launch Alliance,2018,Space Launch Complex 41,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Ariane 5 ECA,BepiColombo,Ariane 5 ECA,Arianespace,2018,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Long March 4B,Haiyang 2B,Long March 4B,China Aerospace Science and Technology Corporation,2018,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz 2.1B,Lotos-S1 (Kosmos 2528),Soyuz 2.1b,Russian Space Forces,2018,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Zhuque-1,Weilai-1 (Future-1),Zhuque-1,LandSpace,2018,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure,Modern
Long March 2C,CFOSAT,Long March 2C,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
H-IIA 202,KhalifaSat & GOSAT-2,H-IIA,Mitsubishi Heavy Industries,2018,Yoshinobu Launch Complex LP-1,"Tanegashima Space Center, Japan",Launch Successful,Modern
Long March 3B,Beidou-3 G1,Long March 3B,China Aerospace Science and Technology Corporation,2018,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz 2.1b/Fregat-M,Glonass-M No. 57 (Kosmos 2529),Soyuz 2.1b/Fregat-M,Russian Space Forces,2018,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Soyuz STB/Fregat-MT,MetOp-C,Soyuz STB,Arianespace,2018,Soyuz Launch Complex,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Electron,It's Business Time (Rideshare),Electron,Rocket Lab,2018,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
LVM-3,GSAT-29,LVM-3 (GSLV Mk III),Indian Space Research Organization,2018,Satish Dhawan Space Centre Second Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Falcon 9 Block 5,Es'hail 2,Falcon 9,SpaceX,2018,Launch Complex 39A,"Kennedy Space Center, FL, USA",Launch Successful,Modern
Soyuz-FG,Progress MS-10 (71P),Soyuz,Russian Federal Space Agency (ROSCOSMOS),2018,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Antares 230,Cygnus CRS NG-10 (S.S. John Young),Antares 230,Northrop Grumman Space Systems,2018,Launch Area 0 A,"Wallops Flight Facility, Virginia, USA",Launch Successful,Modern
Long March 3B / YZ-1,Beidou-3 M17 & M18,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2018,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 2D,"Shiyan 6, Jiading-1 (OKW-1) & others",Long March 2D,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Vega,Mohammed VI-B,Vega,Arianespace,2018,Ariane Launch Area 1 (ELV),"Guiana Space Centre, French Guiana",Launch Successful,Modern
KSLV-2-TLV,Test Flight,KSLV 2 TLV,Korea Aerospace Research Institute,2018,LC-2,"Naro Space Center, South Korea",Launch Successful,Modern
PSLV-CA,HysIS,PSLV,Indian Space Research Organization,2018,Satish Dhawan Space Centre First Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Rokot / Briz-KM,"3 x Rodnik (Kosmos 2530, 2531, 2532)",Rokot/Briz-KM,Russian Space Forces,2018,133/3 (133L),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Soyuz-FG,Soyuz MS-11,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2018,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Falcon 9 Block 5,Spaceflight SSO-A,Falcon 9,SpaceX,2018,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Launch Successful,Modern
Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT-2A,Ariane 5 ECA,Arianespace,2018,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Falcon 9 Block 5,SpX CRS-16,Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Long March 2D,SaudiSat 5A & 5B,Long March 2D,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B/E,Chang'e 4 (lander and rover),Long March 3B/E,China Aerospace Science and Technology Corporation,2018,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
SpaceShipTwo,VSS Unity VP-03,SpaceShipTwo,Virgin Galactic,2018,Mojave Air and Space Port,Air launch to Suborbital flight,Launch Successful,Modern
Electron,This One's For Pickering (VCLS ELaNa XIX),Electron,Rocket Lab,2018,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
GSLV Mk II,GSAT-7A,GSLV Mk II,Indian Space Research Organization,2018,Satish Dhawan Space Centre Second Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Soyuz STA/Fregat,CSO-1,Soyuz STA,Arianespace,2018,Soyuz Launch Complex,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Proton-M/Briz-M,Blagovest N13L (Kosmos 2533),Proton-M Briz-M,Khrunichev State Research and Production Space Center,2018,81/24 (81P),"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Long March 11,Hongyun-1,Long March 11,China Aerospace Science and Technology Corporation,2018,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,GPS III SV01,Falcon 9,SpaceX,2018,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Long March 3C,TJS-3 (TJSW-3),Long March 3C,China Aerospace Science and Technology Corporation,2018,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz 2.1a/Fregat-M,Kanopus-V No.5 & Kanopus-V No.6,Soyuz 2.1a/Fregat-M,Russian Federal Space Agency (ROSCOSMOS),2018,Cosmodrome Site 1S,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful,Modern
Long March 2D/YZ-3,Hongyan-1 & Yunhai-2 Group 01,Long March 2D/YZ-3,China Aerospace Science and Technology Corporation,2018,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B,Zhongxing 2D (Chinasat 2D),Long March 3B,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,Iridium-8,Falcon 9,SpaceX,2019,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Launch Successful,Modern
Simorgh,Payam,Simorgh,Iranian Space Agency,2019,Imam Khomeini Spaceport,"Semnan Space Center, Islamic Republic of Iran",Launch Failure,Modern
Epsilon,RAPIS-1 & others,Epsilon,Japan Aerospace Exploration Agency,2019,Mu Center,"Uchinoura Space Center, Japan",Launch Successful,Modern
Delta IV Heavy,NROL-71,Delta IV Heavy,United Launch Alliance,2019,Space Launch Complex 6,"Vandenberg SFB, CA, USA",Launch Successful,Modern
Long March 11,"Jilin-1 Hyperspectral 01, 02, Xiaoxiang-1-03, Lingque-1A",Long March 11,China Aerospace Science and Technology Corporation,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
New Shepard,NS-10,New Shepard,Blue Origin,2019,West Texas Suborbital Launch Site/ Corn Ranch,"Corn Ranch, Van Horn, TX, USA",Launch Successful,Modern
PSLV-DL,Microsat-R,PSLV-DL,Indian Space Research Organization,2019,Satish Dhawan Space Centre First Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Safir 1B,Doosti,Safir 1B,Iranian Space Agency,2019,Safir Launch Pad,"Semnan Space Center, Islamic Republic of Iran",Launch Failure,Modern
Ariane 5 ECA,Saudi Geostationary Satellite 1/Hellas Sat 4 & GSAT-31,Ariane 5 ECA,Arianespace,2019,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Soyuz 2.1b/Fregat-M,EgyptSat-A,Soyuz 2.1b/Fregat-M,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Falcon 9 Block 5,"Nusantara Satu & GTO-1 (Beresheet, S5)",Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
SpaceShipTwo,VSS Unity VF-01,SpaceShipTwo,Virgin Galactic,2019,Mojave Air and Space Port,Air launch to Suborbital flight,Launch Successful,Modern
Soyuz STB/Fregat,OneWeb 1 (F6),Soyuz STB,Arianespace,2019,Soyuz Launch Complex,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Falcon 9 Block 5,SpX-DM1 (Demonstration Mission 1),Falcon 9,SpaceX,2019,Launch Complex 39A,"Kennedy Space Center, FL, USA",Launch Successful,Modern
SARGE,"Launch 2 - ""Mission 1""",SARGE,EXOS Aerospace,2019,Vertical Launch Area,"Spaceport America, NM, USA",Launch was a Partial Failure,Modern
Long March 3B/E,Zhongxing 6C (Chinasat 6C),Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz-FG,Soyuz MS-12,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
"Delta IV M+(5,4)",WGS-10,"Delta IV M+(5,4)",United Launch Alliance,2019,Space Launch Complex 37B,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Vega,PRISMA,Vega,Arianespace,2019,Ariane Launch Area 1 (ELV),"Guiana Space Centre, French Guiana",Launch Successful,Modern
OS-M1,Lingque-1B,OS-M1,OneSpace,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure,Modern
Electron,Two Thumbs Up (DARPA R3D2),Electron,Rocket Lab,2019,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
Long March 3B/E,Tianlian 2-01,Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
PSLV-QL,EMISAT & 28 others,PSLV-QL,Indian Space Research Organization,2019,Satish Dhawan Space Centre Second Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Soyuz 2.1a,Progress MS-11 (72P),Soyuz 2.1a,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Soyuz STB/Fregat,O3b FM17-20,Soyuz STB,Arianespace,2019,Soyuz Launch Complex,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Falcon Heavy,Arabsat-6A,Falcon Heavy,SpaceX,2019,Launch Complex 39A,"Kennedy Space Center, FL, USA",Launch Successful,Modern
Antares 230,Cygnus CRS NG-11 (S.S. Roger Chaffee),Antares 230,Northrop Grumman Space Systems,2019,Launch Area 0 A,"Wallops Flight Facility, Virginia, USA",Launch Successful,Modern
Long March 3B/E,Beidou-3 IGSO-1,Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 4B,Tianhui-2-01,Long March 4B,China Aerospace Science and Technology Corporation,2019,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
New Shepard,NS-11,New Shepard,Blue Origin,2019,West Texas Suborbital Launch Site/ Corn Ranch,"Corn Ranch, Van Horn, TX, USA",Launch Successful,Modern
Falcon 9 Block 5,SpX CRS-17,Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
MOMO,Flight 3,MOMO v0,Interstellar Technologies,2019,Launch Complex 0,"Hokkaido Spaceport, Japan",Launch Successful,Modern
Electron,That's a Funny Looking Cactus (STP-27RD),Electron,Rocket Lab,2019,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
Long March 3C,Beidou-2 G8,Long March 3C,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
PSLV-CA,RISAT-2B,PSLV,Indian Space Research Organization,2019,Satish Dhawan Space Centre First Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Long March 4C,Yaogan-33,Long March 4C,China Aerospace Science and Technology Corporation,2019,Launch Complex 7,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Failure,Modern
Falcon 9 Block 5,Starlink Demo (0.9),Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Soyuz 2.1b/Fregat-M,Glonass-M No. 58 (Kosmos 2534),Soyuz 2.1b/Fregat-M,Russian Space Forces,2019,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Proton-M/Briz-M,Yamal-601,Proton-M Briz-M,Khrunichev State Research and Production Space Center,2019,200/39 (200L),"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Long March 11,Jilin-1 & others,Long March 11,China Aerospace Science and Technology Corporation,2019,Yellow Sea (launch location 1),Haiyang Oriental Spaceport,Launch Successful,Modern
Falcon 9 Block 5,RADARSAT Constellation,Falcon 9,SpaceX,2019,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Launch Successful,Modern
Ariane 5 ECA,Eutelsat 7C & AT&T T-16,Ariane 5 ECA,Arianespace,2019,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Long March 3B/E,Beidou-3 IGSO-2,Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon Heavy,STP-2,Falcon Heavy,SpaceX,2019,Launch Complex 39A,"Kennedy Space Center, FL, USA",Launch Successful,Modern
Electron,Make It Rain (Rideshare),Electron,Rocket Lab,2019,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
SARGE,Launch 3,SARGE,EXOS Aerospace,2019,Vertical Launch Area,"Spaceport America, NM, USA",Launch was a Partial Failure,Modern
Orion Test Booster,Ascent Abort-2,Orion Abort Test Booster,National Aeronautics and Space Administration,2019,Space Launch Complex 46,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Soyuz 2.1b/Fregat,Meteor-M No.2-2 & rideshare payloads,Soyuz 2.1b/Fregat,Russian Federal Space Agency (ROSCOSMOS),2019,Cosmodrome Site 1S,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful,Modern
Soyuz 2.1v/Volga,"Kosmos 2535, Kosmos 2536, Kosmos 2537, Kosmos 2538",Soyuz 2.1v,Russian Space Forces,2019,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Vega,Falcon Eye 1,Vega,Arianespace,2019,Ariane Launch Area 1 (ELV),"Guiana Space Centre, French Guiana",Launch Failure,Modern
Proton-M/Blok DM-03,Spektr-RG,Proton-M,Khrunichev State Research and Production Space Center,2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Soyuz-FG,Soyuz MS-13,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
LVM-3,Chandrayaan-2,LVM-3 (GSLV Mk III),Indian Space Research Organization,2019,Satish Dhawan Space Centre Second Launch Pad,"Satish Dhawan Space Centre, India",Launch Successful,Modern
Hyperbola-1,Maiden Flight,Hyperbola-1,i-Space,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,SpX CRS-18,Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Starship Hopper,20m Hop,Starship Prototype,SpaceX,2019,Suborbital Pad A,"SpaceX Starbase, TX, USA",Launch Successful,Modern
Long March 2C,Yaogan-30-05,Long March 2C,China Aerospace Science and Technology Corporation,2019,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
MOMO,Flight 4,MOMO v0,Interstellar Technologies,2019,Launch Complex 0,"Hokkaido Spaceport, Japan",Launch Failure,Modern
Soyuz 2.1a/Fregat-M,Meridian-M No.18,Soyuz 2.1a/Fregat-M,Russian Space Forces,2019,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Soyuz 2.1a,Progress MS-12 (73P),Soyuz 2.1a,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Proton-M/Briz-M,Blagovest No.14L (Kosmos 2539),Proton-M Briz-M,Khrunichev State Research and Production Space Center,2019,81/24 (81P),"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Ariane 5 ECA+,Intelsat 39 & EDRS-C/HYLAS 3,Ariane 5 ECA+,Arianespace,2019,Ariane Launch Area 3,"Guiana Space Centre, French Guiana",Launch Successful,Modern
Falcon 9 Block 5,Amos-17,Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Atlas V 551,AEHF-5 (USA 292),Atlas V 551,United Launch Alliance,2019,Space Launch Complex 41,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Smart Dragon 1,Maiden Flight,Smart Dragon 1,China Rocket Co. Ltd.,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B/E,Zhongxing-18 (Chinasat-18),Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Electron,"Look Ma, No Hands (Rideshare)",Electron,Rocket Lab,2019,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
Soyuz 2.1a,Soyuz MS-14 Uncrewed,Soyuz 2.1a,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
"Delta IV M+(4,2)",GPS III SV02,"Delta IV M+(4,2)",United Launch Alliance,2019,Space Launch Complex 37B,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Starship Hopper,150m Hop,Starship Prototype,SpaceX,2019,Suborbital Pad A,"SpaceX Starbase, TX, USA",Launch Successful,Modern
Rokot / Briz-KM,Geo-IK-2 N13L (Kosmos 2540),Rokot/Briz-KM,Russian Space Forces,2019,133/3 (133L),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Kuaizhou 1A,KX-09 & TY-1-07 (Xiaoxiang-1-07),Kuaizhou 1A,ExPace,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 4B,"Ziyuan-2D, Tianyi MV-1, BNU-1",Long March 4B,China Aerospace Science and Technology Corporation,2019,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 11,Zhuhai-1-03,Long March 11,China Aerospace Science and Technology Corporation,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B / YZ-1,Beidou-3 M23 & M24,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
H-IIB 304,Kounotori 8 (HTV-8),H-IIB,Mitsubishi Heavy Industries,2019,Yoshinobu Launch Complex LP-2,"Tanegashima Space Center, Japan",Launch Successful,Modern
Long March 2D,Yunhai-1-02,Long March 2D,China Aerospace Science and Technology Corporation,2019,Launch Area 94 (SLS-2 / 603),"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Soyuz-FG,Soyuz MS-15,Soyuz,Russian Federal Space Agency (ROSCOSMOS),2019,,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Soyuz 2.1b/Fregat,EKS 3 (Tundra 3) (Kosmos 2541),Soyuz 2.1b/Fregat,Russian Space Forces,2019,43/4 (43R),"Plesetsk Cosmodrome, Russian Federation",Launch Successful,Modern
Long March 4C,Gaofen-10R,Long March 4C,China Aerospace Science and Technology Corporation,2019,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Proton-M/Briz-M,Eutelsat 5 West B & MEV-1,Proton-M Briz-M,International Launch Services,2019,200/39 (200L),"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful,Modern
Pegasus XL,Ionospheric Connection Explorer (ICON),Pegasus XL,Northrop Grumman Space Systems,2019,Cape Canaveral,Air launch to orbit,Launch Successful,Modern
